item1,item2,value1,value2,value3,value4,value5,value6,value7
102年 9月,新竹市,98.2,17.7,41.3,2.9,0.33,13,63.7
102年 9月,基隆市,27.9,11.9,24.6,1.4,0.23,5.8,41.2
102年 9月,澎湖縣,54.9,18,47.8,1.8,0.2,3.2,63.7
102年 9月,花蓮縣,49.6,11.6,25.8,1.7,0.32,8,35.7
102年 9月,臺東縣,    ...,9.8,30.8,1.1,0.27,4.3,37
102年 9月,屏東縣,102.1,17.8,47.4,2.37,0.29,6.07,76.53
102年 9月,嘉義縣,41.1,21.9,65.8,3.2,0.32,9.8,78.9
102年 9月,雲林縣,69.8,30.6,60,3.4,0.34,10.4,84.35
102年 9月,南投縣,63,29.9,61.4,2.5,0.38,11.2,89.25
102年 9月,彰化縣,66.4,25.2,60,4,0.37,12.65,76.9
102年 9月,苗栗縣,57.7,20.4,44.5,2.35,0.3,10.35,71.5
102年 9月,新竹縣,51.2,16.1,35.8,3.15,0.25,8.8,62.95
102年 9月,宜蘭縣,36.5,11.2,32.4,2.3,0.23,6,41.45
102年 9月,高雄市,70.6,23.5,53.9,4.56,0.36,12.21,78.76
102年 9月,臺南市,55,24.4,61.5,3.6,0.35,11,79.35
102年 9月,臺中市,82.3,24.2,53.6,2.98,0.4,14.72,83.06
102年 9月,桃園市,55.1,15.6,39.8,3.4,0.31,12.53,55.18
102年 9月,臺北市,33.8,11,34.7,2.2,0.35,13.66,36.14
102年 9月,新北市,53.8,13.3,32.9,2.27,0.29,9.86,42.93
102年 9月,總計,56.6,18.9,46.2,3,0.32,10.58,63.93
102年 8月,連江縣,    ...,14.7,39.9,3.3,0.17,5.2,57.6
102年 8月,金門縣,    ...,18.7,45.3,4.8,0.2,9.4,58.7
102年 8月,嘉義市,43,11.3,31.8,2.2,0.27,8,54.8
102年 8月,新竹市,52.9,12,27.5,2.5,0.34,13.2,50.5
102年 8月,基隆市,50.2,10.5,18.8,2.7,0.28,10.8,50
102年 8月,澎湖縣,32.6,8.3,29,1.8,0.16,4,43.1
102年 8月,花蓮縣,47.9,8.3,20.4,1.5,0.27,6.2,25.4
102年 8月,臺東縣,    ...,7.1,24.8,1.2,0.31,5.1,28.1
102年 8月,屏東縣,37.2,8.6,29.7,1.83,0.21,5.23,46.57
102年 8月,嘉義縣,31.6,11.3,37.8,2.65,0.23,8.4,50.75
102年 8月,雲林縣,51.6,13.4,30.6,2.7,0.21,7.2,56.6
102年 8月,南投縣,48.3,14.5,35.3,2.2,0.25,8.15,63.5
102年 8月,彰化縣,42.3,12.5,35.5,3.4,0.22,8.25,52.75
102年 8月,苗栗縣,24.8,11.9,30.7,2.45,0.24,8.7,55.45
102年 8月,新竹縣,40.9,11.7,26.8,2.9,0.23,9.25,59.95
102年 8月,宜蘭縣,46.6,9.5,25.2,2.15,0.22,6.65,40.45
102年 8月,高雄市,47.5,9.8,32.1,4.69,0.27,10.76,47.46
102年 8月,臺南市,41.9,10.5,36,3.03,0.24,8.63,49.05
102年 8月,臺中市,64.3,13.2,32.6,3.32,0.31,11.88,57.42
102年 8月,桃園市,47.9,17.3,37,4.45,0.34,14.25,58.55
102年 8月,臺北市,30.9,11.1,33.6,3.18,0.5,18.72,52.82
102年 8月,新北市,40.2,14,28.3,4,0.37,14.33,58.09
102年 8月,總計,43,11.7,31.7,3.31,0.3,10.84,52.52
102年 7月,連江縣,    ...,11.5,31.8,3.6,0.13,4.5,49.8
102年 7月,金門縣,    ...,12.4,30.3,4,0.14,7.5,42.1
102年 7月,嘉義市,52.5,11.4,34.7,2.5,0.28,8.4,63.7
102年 7月,新竹市,51.5,13.3,29.9,2.6,0.32,11.8,52.9
102年 7月,基隆市,26.7,11.6,19.4,2.9,0.27,10.7,53.7
102年 7月,澎湖縣,27,7.5,24.8,2.2,0.16,4.4,41.5
102年 7月,花蓮縣,28.3,6.7,20.1,1.4,0.25,5.1,23.9
102年 7月,臺東縣,    ...,5.9,21.8,1.1,0.24,4.5,23.3
102年 7月,屏東縣,69.3,7.9,30.8,1.9,0.19,5.13,45.47
102年 7月,嘉義縣,39.7,10.8,40,3,0.23,8.6,54.25
102年 7月,雲林縣,74.6,13,33.9,2.85,0.21,7.4,60.25
102年 7月,南投縣,41.1,14.2,30.9,2.25,0.25,7.75,71.85
102年 7月,彰化縣,52.3,12.2,40,3.4,0.23,8.4,53.9
102年 7月,苗栗縣,40.5,12.5,32.4,2.25,0.21,8.05,56.3
102年 7月,新竹縣,34.1,12.3,27.1,2.65,0.2,8.3,60.45
102年 7月,宜蘭縣,39,9.9,28.2,2.85,0.21,6.75,39.2
102年 7月,高雄市,51.4,10.6,34.3,4.71,0.26,10.74,48.93
102年 7月,臺南市,33.2,10.4,38.2,3.5,0.24,9.3,59.4
102年 7月,臺中市,69.4,14,34,3.22,0.3,11.54,61.02
102年 7月,桃園市,54,17.3,39.5,4.48,0.3,13.28,60.6
102年 7月,臺北市,51.7,13.1,36.5,3.06,0.5,18.56,64.82
102年 7月,新北市,50.9,15.7,31.4,3.93,0.37,14.92,65.74
102年 7月,總計,47.7,11.7,33.2,3.35,0.28,10.73,56.2
102年 6月,連江縣,    ...,21.2,39,3.2,0.22,4.8,61
102年 6月,金門縣,    ...,17.4,38.1,3.5,0.24,7.3,52.9
102年 6月,嘉義市,66.5,18.6,46.4,2.7,0.31,8.6,56.6
102年 6月,新竹市,58.3,16.2,34,2.6,0.38,13.2,54.5
102年 6月,基隆市,74.3,15.3,25.9,3.1,0.36,12.2,62
102年 6月,澎湖縣,55.1,14.4,34.2,2.4,0.25,4.9,41.8
102年 6月,花蓮縣,39,10.2,24.7,1.4,0.31,7.2,35.1
102年 6月,臺東縣,    ...,9.3,25.8,1,0.3,4.9,33.9
102年 6月,屏東縣,67.9,12.2,36,2.13,0.23,5.6,49.57
102年 6月,嘉義縣,43.8,18.1,54.2,2.4,0.27,7.95,48.2
102年 6月,雲林縣,83.5,19.3,44.7,2.75,0.28,8.45,53.75
102年 6月,南投縣,51.7,16.5,35.1,2.15,0.27,8.45,65.65
102年 6月,彰化縣,55.5,17.5,50.7,3.4,0.29,10.05,52.85
102年 6月,苗栗縣,48.3,15.9,41.4,2.45,0.27,9.45,58.8
102年 6月,新竹縣,40.4,14.9,33.7,2.7,0.26,9.6,61.45
102年 6月,宜蘭縣,40.7,12.6,32.2,2.8,0.28,7.45,48.45
102年 6月,高雄市,63.2,15.4,41.5,4.26,0.3,10.49,52.89
102年 6月,臺南市,63.8,16.9,49.6,3.1,0.29,9.83,50.73
102年 6月,臺中市,61.9,16.5,44,3.46,0.36,12.82,58.44
102年 6月,桃園市,64.4,19.8,45.9,4.73,0.37,14.98,60.25
102年 6月,臺北市,45.9,16.5,41.7,4.06,0.56,20.92,60.08
102年 6月,新北市,44.1,19.1,36.8,4.36,0.43,16.11,65.77
102年 6月,總計,55.3,16.1,40.6,3.43,0.34,11.66,56.27
102年 5月,連江縣,    ...,22.3,41.2,3,0.27,5.3,62.1
102年 5月,金門縣,    ...,20.8,52.5,5.5,0.27,10.3,54.8
102年 5月,嘉義市,44.7,17.8,42.8,2.4,0.31,9.2,53.1
102年 5月,新竹市,71.3,15.1,31.8,2.7,0.44,15.5,58.3
102年 5月,基隆市,45.8,14.6,22.2,2.5,0.39,12.8,53
102年 5月,澎湖縣,    ...,10.6,34.2,1.4,0.23,5.1,48.3
102年 5月,花蓮縣,20.2,11,22.7,1.3,0.4,10,39.6
102年 5月,臺東縣,    ...,8.5,24.9,1.1,0.34,5.8,37.1
102年 5月,屏東縣,62.7,12.8,39.3,2.75,0.32,9.55,53.25
102年 5月,嘉義縣,39.3,15.4,46.7,2.25,0.28,8.8,51.2
102年 5月,雲林縣,77,18.5,40.9,2.65,0.29,9.3,52.1
102年 5月,南投縣,37.1,17.3,35.1,2.05,0.31,10.3,58.6
102年 5月,彰化縣,37.5,16.2,45.3,3.15,0.31,11.15,53.85
102年 5月,苗栗縣,31.5,15,37.1,2.2,0.32,10.95,57.4
102年 5月,新竹縣,41.6,13.9,32.2,2.8,0.34,12.05,59.15
102年 5月,宜蘭縣,49.9,13.1,26.9,2.15,0.32,8.5,45.65
102年 5月,高雄市,59.2,15.6,40.3,4.65,0.33,12.95,49.91
102年 5月,臺南市,54,17.1,48.6,3.25,0.31,11.05,50.48
102年 5月,臺中市,75,16,42.6,3.32,0.41,15.38,57.44
102年 5月,桃園市,55.4,21.2,43.4,4.63,0.46,17.35,57.48
102年 5月,臺北市,46.6,14.5,34.7,2.84,0.62,22.82,51.18
102年 5月,新北市,48.5,18.2,31.9,3.38,0.51,17.93,56.56
102年 5月,總計,51,15.6,38,3.22,0.39,13.64,53.42
102年 4月,連江縣,    ...,34.6,79.1,4,0.43,8,82.2
102年 4月,金門縣,    ...,49.4,95.4,6.9,0.49,15.5,66.6
102年 4月,嘉義市,68.1,40.1,71.8,3.6,0.56,15.9,61
102年 4月,新竹市,66.8,33.9,55,2.7,0.57,19.2,66.6
102年 4月,基隆市,103.7,25.3,36.6,2.4,0.51,15.2,64.2
102年 4月,澎湖縣,    ...,27.7,55.2,3,0.35,5.1,66.1
102年 4月,花蓮縣,40.8,17.8,35.5,1.3,0.51,11.9,53.8
102年 4月,臺東縣,    ...,12.2,32.3,1.2,0.43,6.5,53.7
102年 4月,屏東縣,96.8,23.7,54.6,2.67,0.41,9.7,67.1
102年 4月,嘉義縣,66.8,36.7,74.1,3.05,0.46,12.4,62.95
102年 4月,雲林縣,69.8,41,63.5,3.1,0.48,14.05,59.95
102年 4月,南投縣,66.7,34.7,58.5,2.4,0.53,16.75,60.4
102年 4月,彰化縣,67,38.5,65.9,3.45,0.49,15.7,61.75
102年 4月,苗栗縣,47.2,30.2,49.1,2.3,0.46,13.85,61.2
102年 4月,新竹縣,81.4,28.2,50.8,2.95,0.46,14.75,65.6
102年 4月,宜蘭縣,46.5,20.7,41.2,1.75,0.42,10.75,49.1
102年 4月,高雄市,87.9,30,62.8,5.36,0.53,18.98,71.09
102年 4月,臺南市,73.4,35.2,75.2,3.3,0.5,16.18,64.8
102年 4月,臺中市,84.5,31.1,60.2,2.88,0.6,21.75,60.65
102年 4月,桃園市,90.5,32.1,61,4.53,0.56,19.95,63.38
102年 4月,臺北市,66.3,23.4,54,2.62,0.74,26.68,56.52
102年 4月,新北市,73.1,28.8,51,3.22,0.6,19.73,64.79
102年 4月,總計,73.6,30,58.4,3.37,0.54,17.24,63.51
102年 3月,連江縣,    ...,32.6,70.8,3.4,0.38,7.4,73.9
102年 3月,金門縣,    ...,41.7,92.8,6.1,0.42,14.6,60.1
102年 3月,嘉義市,83,41.3,83.5,3.6,0.49,15.1,65.5
102年 3月,新竹市,61.6,28.3,60.7,2.5,0.49,17.7,57.5
102年 3月,基隆市,114.7,26.3,39.1,2.7,0.5,15.8,53.8
102年 3月,澎湖縣,    ...,22.7,56.4,2.8,0.27,3.9,58
102年 3月,花蓮縣,51.4,18.4,35,1.4,0.45,10.5,51.1
102年 3月,臺東縣,    ...,15.2,36.7,1.1,0.39,5.9,49.9
102年 3月,屏東縣,113.4,26.5,65.4,2.67,0.39,9.93,68.6
102年 3月,嘉義縣,87.8,34.8,87.7,3.45,0.39,12.55,64.85
102年 3月,雲林縣,118.9,42,78.3,3.4,0.41,14.3,66.7
102年 3月,南投縣,73.7,38.1,75.8,2.8,0.45,16.55,73.7
102年 3月,彰化縣,59.6,36.4,76.4,3.6,0.42,14.8,65.4
102年 3月,苗栗縣,61.7,29,57.3,2.55,0.4,13.2,59.25
102年 3月,新竹縣,80.6,24.4,53,2.65,0.37,13.1,59.2
102年 3月,宜蘭縣,72.1,20.5,42.2,1.65,0.36,9.1,48
102年 3月,高雄市,92.6,38.3,79.6,5.58,0.5,20.13,73.53
102年 3月,臺南市,92.2,36.3,89.8,3.6,0.44,15.5,67.15
102年 3月,臺中市,107.6,32.7,70.1,2.93,0.49,19.08,66.6
102年 3月,桃園市,76.1,30.6,61.3,4.58,0.48,18.9,56
102年 3月,臺北市,85.9,23.1,57.9,2.96,0.67,25.46,54.94
102年 3月,新北市,77.5,29.6,55.5,3.56,0.55,19.36,59.96
102年 3月,總計,85.7,30.2,66.5,3.52,0.48,16.68,62.9
102年 2月,連江縣,    ...,30.5,50,2.2,0.42,6.2,56
102年 2月,金門縣,    ...,37.6,68.2,3.6,0.5,12.3,48.5
102年 2月,嘉義市,109,49.4,89.1,3.2,0.55,16.6,58.7
102年 2月,新竹市,45.4,30.2,55.1,2.6,0.5,15.4,48.7
102年 2月,基隆市,91.3,20.3,26.4,2.7,0.48,14.2,43.9
102年 2月,澎湖縣,    ...,25.8,52.5,2.5,0.34,4.2,52.6
102年 2月,花蓮縣,35.1,10.4,21.5,1,0.41,9.2,43.6
102年 2月,臺東縣,    ...,8.2,26.9,1.2,0.36,5.8,43.1
102年 2月,屏東縣,166.1,29,70.7,2.6,0.4,9.5,72.87
102年 2月,嘉義縣,73.8,41.2,97.5,2.65,0.41,11.3,56.45
102年 2月,雲林縣,125.7,49.3,80.5,2.85,0.44,13.6,59.7
102年 2月,南投縣,71.7,40.2,70.4,2.35,0.49,16.6,68
102年 2月,彰化縣,57.4,37.6,72.5,3.15,0.46,14.15,49.65
102年 2月,苗栗縣,45.4,29.3,51.2,2.25,0.42,13.75,46.35
102年 2月,新竹縣,63.5,27.6,46.6,2.2,0.4,12.3,49.25
102年 2月,宜蘭縣,32.3,11.9,28.1,1.55,0.36,8.75,41.2
102年 2月,高雄市,113.7,45.8,90.8,5.08,0.54,20.45,77.66
102年 2月,臺南市,110.7,45.2,94.4,2.95,0.47,15.08,65.3
102年 2月,臺中市,90.2,41.3,61.6,2.3,0.52,17.6,53.15
102年 2月,桃園市,46.3,25.1,53.7,3.68,0.49,16.85,47.38
102年 2月,臺北市,41.9,15.9,46.1,2.84,0.68,24.34,43.04
102年 2月,新北市,69.8,23.1,40.4,3.14,0.54,17.6,46.33
102年 2月,總計,78,30.7,62,3.04,0.5,15.85,55.45
102年 1月,連江縣,    ...,42.4,68.3,4.4,0.49,10.2,51.7
102年 1月,金門縣,    ...,52.2,98.4,8,0.59,18.4,47.2
102年 1月,嘉義市,73.8,49.5,83.4,4.3,0.63,21,54
102年 1月,新竹市,26.5,30.1,50.6,3.3,0.53,17.8,45.6
102年 1月,基隆市,82.6,20.3,29.1,2.3,0.45,12.2,44.2
102年 1月,澎湖縣,    ...,30.5,56.6,3,0.38,5.3,50.9
102年 1月,花蓮縣,38.9,12.7,26.1,1.5,0.53,12.7,41.9
102年 1月,臺東縣,    ...,10.2,28.7,1.2,0.42,7,43.5
102年 1月,屏東縣,94.7,30.4,68.3,2.47,0.46,11.8,63.03
102年 1月,嘉義縣,80.8,40.6,93.4,3.1,0.45,13.1,52.65
102年 1月,雲林縣,80.7,43.4,75.4,3.35,0.51,16.1,53.6
102年 1月,南投縣,55.7,38.6,62.3,2.7,0.59,20.2,60.8
102年 1月,彰化縣,59.8,37.9,65.6,3.55,0.52,16.9,43.9
102年 1月,苗栗縣,81.8,27.2,45.9,2.6,0.48,15.55,43.4
102年 1月,新竹縣,56.8,22.3,42.7,2.95,0.44,13.35,48
102年 1月,宜蘭縣,29.3,16.1,34.8,1.95,0.41,10.4,38.4
102年 1月,高雄市,101,48.6,90.3,5.8,0.63,25.54,64.91
102年 1月,臺南市,107.9,46.9,88.1,3.35,0.52,17.95,57.38
102年 1月,臺中市,103.5,33.1,57.2,2.68,0.59,20.35,47.45
102年 1月,桃園市,38.9,27.9,51.3,4.7,0.52,18.3,44.38
102年 1月,臺北市,42.8,17.4,43.1,2.72,0.66,23.74,39.16
102年 1月,新北市,47.8,23.6,41.5,3.19,0.54,17.9,43.03
102年 1月,總計,71.1,31.5,61.1,3.52,0.54,18,50.1
102年,連江縣,    ...,27.3,57.4,3.8,0.31,6.2,63.4
102年,金門縣,    ...,33.1,73.5,5.8,0.36,11.8,58
102年,嘉義市,74.6,33.5,68.4,3.4,0.46,14.8,62.3
102年,新竹市,63.8,23.3,45.1,3,0.42,15.4,55.4
102年,基隆市,60,18.7,29.5,2.5,0.38,11.6,51.9
102年,澎湖縣,48.5,20.2,47.1,2.3,0.26,4.3,53.8
102年,花蓮縣,39.6,13.1,28.1,1.6,0.4,9.6,40
102年,臺東縣,    ...,10.9,31.1,1.3,0.35,5.6,40.6
102年,屏東縣,88.7,21.6,54.6,2.53,0.34,8.3,63.1
102年,嘉義縣,60.7,29.4,74.8,3.1,0.35,10.95,60.25
102年,雲林縣,84.9,34,63.8,3.3,0.37,12.25,62.05
102年,南投縣,62.8,30.2,57.3,2.55,0.42,14.3,68.95
102年,彰化縣,56.7,28.2,60.1,3.7,0.39,13.3,57.2
102年,苗栗縣,48.5,23.1,45,2.55,0.35,11.85,55.85
102年,新竹縣,53.3,20.1,40.7,3,0.33,11.35,57.25
102年,宜蘭縣,41.7,15.3,34.4,2.2,0.32,8.5,44.15
102年,高雄市,79.8,30.7,66.4,5.23,0.45,17.39,65.74
102年,臺南市,76.7,31.1,73.4,3.58,0.39,14,63.03
102年,臺中市,78.5,25.7,51.7,3.16,0.44,15.84,60.58
102年,桃園市,57.4,23.8,50.4,4.45,0.42,16.2,54.8
102年,臺北市,49,17.1,45.3,2.98,0.57,21.46,49.48
102年,新北市,57.1,21.6,41.8,3.39,0.46,16.12,54.51
102年,總計,63.3,24,53.1,3.45,0.42,14.35,57.74
101年 12月,連江縣,    ...,    ...,53,4.3,0.41,9.7,47
101年 12月,金門縣,    ...,    ...,86.9,7.9,0.53,16.2,40.7
101年 12月,嘉義市,81.6,    ...,84.2,4.1,0.62,21.6,55
101年 12月,新竹市,43,    ...,44,3.3,0.54,19.4,43.7
101年 12月,基隆市,28.3,    ...,29.9,2.2,0.44,10.9,42.5
101年 12月,澎湖縣,69.7,    ...,49.9,1.8,0.35,4.6,50.4
101年 12月,花蓮縣,50,    ...,25.9,1.6,0.53,13.1,39.2
101年 12月,臺東縣,    ...,    ...,26.4,1.2,0.4,7,38.2
101年 12月,屏東縣,88.6,    ...,60.7,2.57,0.45,11,61.97
101年 12月,嘉義縣,79.7,    ...,81.9,3.25,0.46,14.7,54.25
101年 12月,雲林縣,87.5,    ...,67,3.5,0.51,17.25,51.55
101年 12月,南投縣,78.4,    ...,58.1,2.7,0.6,19.85,54.1
101年 12月,彰化縣,58.2,    ...,55.5,3.65,0.53,17.4,46
101年 12月,苗栗縣,51.8,    ...,39.9,2.8,0.47,15.55,41.85
101年 12月,新竹縣,66.1,    ...,37.8,2.9,0.43,14.2,46.7
101年 12月,宜蘭縣,27,    ...,33.9,1.95,0.43,11.6,33.65
101年 12月,高雄市,103.2,    ...,76,6.14,0.6,23.79,66.74
101年 12月,臺南市,88.9,    ...,75.1,3.6,0.5,18.43,60.15
101年 12月,臺中市,81.2,    ...,53.7,2.86,0.63,21.5,49.34
101年 12月,桃園市,53.2,    ...,45.8,4.35,0.51,17.98,41.83
101年 12月,臺北市,47.5,    ...,39.6,2.66,0.62,21.88,37.06
101年 12月,新北市,59.1,    ...,38.7,3.02,0.51,16.32,40.41
101年 12月,總計,68.3,    ...,53.9,3.52,0.53,17.61,48.94
101年 11月,連江縣,    ...,    ...,60.6,4,0.4,7.1,67.1
101年 11月,金門縣,    ...,    ...,93.2,7.5,0.51,14.5,56.6
101年 11月,嘉義市,129.8,    ...,85.8,3.6,0.65,21.5,66.5
101年 11月,新竹市,31.6,    ...,50.4,3.3,0.55,19.1,52.5
101年 11月,基隆市,76,    ...,35.5,2.1,0.46,12.7,49.8
101年 11月,澎湖縣,68.6,    ...,48.3,1.9,0.31,4.1,55.9
101年 11月,花蓮縣,56,    ...,34.2,1.5,0.57,13.7,40.5
101年 11月,臺東縣,    ...,    ...,35.2,1.2,0.42,6.9,44
101年 11月,屏東縣,130.8,    ...,60.2,2.77,0.43,9.6,70.77
101年 11月,嘉義縣,87.8,    ...,86.9,3.45,0.51,16.25,64.45
101年 11月,雲林縣,85,    ...,70.7,3.6,0.54,17.15,63.05
101年 11月,南投縣,79.5,    ...,61.1,2.8,0.61,19.55,67.6
101年 11月,彰化縣,57,    ...,67.2,3.8,0.55,18.2,60.25
101年 11月,苗栗縣,37.8,    ...,46.8,2.8,0.47,15.75,54.9
101年 11月,新竹縣,73.6,    ...,43.8,2.85,0.42,13.3,54.7
101年 11月,宜蘭縣,54.7,    ...,42.6,2.1,0.43,11.4,38.9
101年 11月,高雄市,110.7,    ...,80.6,5.78,0.59,21.43,75.54
101年 11月,臺南市,104,    ...,85,3.98,0.54,19.2,71.73
101年 11月,臺中市,95.6,    ...,63.8,3.24,0.65,22.52,62.06
101年 11月,桃園市,58.6,    ...,53.4,5.3,0.51,18.45,48.78
101年 11月,臺北市,47.7,    ...,48.3,2.8,0.64,22.88,45.62
101年 11月,新北市,64.5,    ...,46.1,3.44,0.53,17.39,48.81
101年 11月,總計,78,    ...,60.6,3.68,0.54,17.62,58.62
101年 10月,連江縣,    ...,    ...,58.7,3.1,0.27,4.2,81.5
101年 10月,金門縣,    ...,    ...,92,7.6,0.37,10.9,82.2
101年 10月,嘉義市,106,    ...,87.4,4.2,0.47,17.1,90.2
101年 10月,新竹市,42.6,    ...,54.2,3.3,0.4,15.1,67.7
101年 10月,基隆市,108.9,    ...,34.4,1.5,0.3,8.1,57.2
101年 10月,澎湖縣,67.8,    ...,50.1,1.6,0.22,2.4,69
101年 10月,花蓮縣,75,    ...,36.4,1.3,0.37,10.1,49.9
101年 10月,臺東縣,    ...,    ...,43.2,1.1,0.31,5.4,47
101年 10月,屏東縣,85.1,    ...,67.4,2.63,0.35,7.93,82.57
101年 10月,嘉義縣,125.1,    ...,92.5,3.1,0.34,11.25,88.35
101年 10月,雲林縣,109.2,    ...,76.1,3.5,0.38,13.05,86.45
101年 10月,南投縣,101.7,    ...,68,3,0.45,16.75,94
101年 10月,彰化縣,57.8,    ...,67.5,3.85,0.4,14,77.3
101年 10月,苗栗縣,24.4,    ...,49.2,2.7,0.35,11.7,70.95
101年 10月,新竹縣,57,    ...,46.1,3.1,0.31,10.55,71.85
101年 10月,宜蘭縣,60.7,    ...,41.1,1.7,0.29,7.95,48.35
101年 10月,高雄市,112.2,    ...,84.4,5.23,0.46,17.6,92.04
101年 10月,臺南市,131.3,    ...,88,3.8,0.4,15.65,88.75
101年 10月,臺中市,94.7,    ...,64.3,2.88,0.44,16.56,81.7
101年 10月,桃園市,42.1,    ...,51.1,4.53,0.38,15.13,60.58
101年 10月,臺北市,39.3,    ...,45.2,2,0.47,18.78,52.84
101年 10月,新北市,57.8,    ...,44.8,2.4,0.37,13.19,56.68
101年 10月,總計,81.3,    ...,61.6,3.21,0.39,13.72,72.73
101年 9月,連江縣,    ...,    ...,38.4,2.7,0.21,3,69.3
101年 9月,金門縣,    ...,    ...,66.8,6.1,0.3,9.8,73.4
101年 9月,嘉義市,57.4,    ...,66.4,3.5,0.39,11.7,79
101年 9月,新竹市,33.7,    ...,50,3,0.39,14.9,67.8
101年 9月,基隆市,72,    ...,25.6,1.7,0.25,7,53.2
101年 9月,澎湖縣,62.7,    ...,41.9,1.8,0.19,2.9,62.8
101年 9月,花蓮縣,34.5,    ...,27.1,1.4,0.32,6.9,40
101年 9月,臺東縣,    ...,    ...,35.5,1.1,0.27,4.5,37.3
101年 9月,屏東縣,58.9,    ...,52.5,2.3,0.3,6.53,74.83
101年 9月,嘉義縣,88.4,    ...,73.8,3.1,0.29,9.75,74.8
101年 9月,雲林縣,87.7,    ...,70.9,3,0.31,10.15,82.35
101年 9月,南投縣,69.2,    ...,49.3,2.55,0.35,11.8,84.75
101年 9月,彰化縣,53.3,    ...,57.6,4,0.33,13,73.85
101年 9月,苗栗縣,47.7,    ...,43.5,2.55,0.31,10.4,75.1
101年 9月,新竹縣,46.1,    ...,46.8,3.1,0.32,11.45,73.9
101年 9月,宜蘭縣,60,    ...,36.1,2,0.26,7.3,42.2
101年 9月,高雄市,84.7,    ...,59.8,4.7,0.38,13.96,79.01
101年 9月,臺南市,99.7,    ...,66.2,3.5,0.32,11.33,77.03
101年 9月,臺中市,94.7,    ...,54.4,3.24,0.4,15.26,80.22
101年 9月,桃園市,47.1,    ...,50.6,4.93,0.39,16.08,68.33
101年 9月,臺北市,50.9,    ...,38.5,2.18,0.44,16.76,63.2
101年 9月,新北市,43.9,    ...,38.5,2.83,0.36,12.78,65.27
101年 9月,總計,66.5,    ...,50.2,3.19,0.35,12.04,70.51
101年 8月,連江縣,    ...,    ...,35.5,2.3,0.15,3.9,58.6
101年 8月,金門縣,    ...,    ...,55.3,4.6,0.28,9.6,54.7
101年 8月,嘉義市,43.1,    ...,41.1,2.3,0.31,7.2,57.3
101年 8月,新竹市,32.6,    ...,34.7,2.4,0.38,12.2,56.4
101年 8月,基隆市,49.3,    ...,25,2.5,0.27,9.9,37.5
101年 8月,澎湖縣,62.4,    ...,46.1,1.9,0.19,4.5,48.7
101年 8月,花蓮縣,53.9,    ...,27.1,1.4,0.31,7,31.3
101年 8月,臺東縣,    ...,    ...,30.1,1.1,0.31,5.9,33
101年 8月,屏東縣,49.1,    ...,38.1,1.77,0.26,5.73,51.57
101年 8月,嘉義縣,46.1,    ...,46.4,2.5,0.26,8,51.2
101年 8月,雲林縣,44.6,    ...,40.9,2.3,0.26,7.55,58.4
101年 8月,南投縣,46.4,    ...,36.6,2.05,0.26,7.75,58.55
101年 8月,彰化縣,53.9,    ...,45.6,2.9,0.25,9.2,53.75
101年 8月,苗栗縣,47.7,    ...,34.7,2.05,0.26,8.35,60.1
101年 8月,新竹縣,47.2,    ...,34.4,2.6,0.25,9.1,58.8
101年 8月,宜蘭縣,42.8,    ...,30.8,2.15,0.22,6.2,35.6
101年 8月,高雄市,50.8,    ...,39.4,4.53,0.35,12.79,48.8
101年 8月,臺南市,57,    ...,43.9,3.23,0.3,10.15,51.2
101年 8月,臺中市,55,    ...,44,2.7,0.36,12.76,58.22
101年 8月,桃園市,36.2,    ...,40.5,4.18,0.34,13.25,54.25
101年 8月,臺北市,49.9,    ...,34.6,2.42,0.48,16.8,46.82
101年 8月,新北市,35.6,    ...,32.4,3.02,0.36,12.67,52
101年 8月,總計,47,    ...,38.1,2.9,0.32,10.76,51.55
101年 7月,連江縣,    ...,    ...,29.8,3,0.12,4.4,54.5
101年 7月,金門縣,    ...,    ...,36.2,3.8,0.19,7.7,41.7
101年 7月,嘉義市,43.3,    ...,42.1,2.5,0.26,7,55.5
101年 7月,新竹市,24.5,    ...,26.3,2.8,0.32,11.3,47
101年 7月,基隆市,75.9,    ...,20.3,2,0.24,10.6,52
101年 7月,澎湖縣,51.4,    ...,32.1,2.2,0.15,4.4,32.8
101年 7月,花蓮縣,31.6,    ...,18.8,1.3,0.26,5.9,27.2
101年 7月,臺東縣,    ...,    ...,23.2,1.1,0.27,5.2,28.2
101年 7月,屏東縣,46.2,    ...,34.8,1.97,0.2,5.77,46.13
101年 7月,嘉義縣,43.6,    ...,42.5,2.45,0.21,7.15,47.25
101年 7月,雲林縣,29.5,    ...,40.7,2.75,0.21,7.3,55.9
101年 7月,南投縣,59.8,    ...,32.8,2.35,0.22,7.5,62.95
101年 7月,彰化縣,51.9,    ...,39.3,3.25,0.19,7.8,48.35
101年 7月,苗栗縣,30.1,    ...,29.8,2.4,0.22,8.2,50.05
101年 7月,新竹縣,49.6,    ...,30.5,2.6,0.21,8.9,55.2
101年 7月,宜蘭縣,53.6,    ...,28.4,2.2,0.2,6.9,39.6
101年 7月,高雄市,45.6,    ...,40.1,4.31,0.27,10.53,49.3
101年 7月,臺南市,61.1,    ...,42.9,3,0.24,8.58,52.95
101年 7月,臺中市,59.6,    ...,36.8,3.02,0.27,10.84,56.16
101年 7月,桃園市,57.8,    ...,38.7,3.98,0.28,12.4,52.53
